"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"44I348DR","conferencePaper","2018","Ito, Tomoki; Sakaji, Hiroki; Tsubouchi, Kota; Izumi, Kiyoshi; Yamashita, Tatsuo","Text-<span class=""nocase"">Visualizing Neural Network Model</span>: <span class=""nocase"">Understanding Online Financial Textual Data</span>","Advances in <span class=""nocase"">Knowledge Discovery</span> and <span class=""nocase"">Data Mining</span>","978-3-319-93040-4","","","","This study aims to visualize financial documents to swiftly obtain market sentiment information from these documents and determine the reason for which sentiment decisions are made. This type of visualization is considered helpful for nonexperts to easily understand technical documents such as financial reports. To achieve this, we propose a novel interpretable neural network (NN) architecture called gradient interpretable NN (GINN). GINN can visualize both the market sentiment score from a whole financial document and the sentiment gradient scores in concept units. We experimentally demonstrate the validity of text visualization produced by GINN using a real textual dataset.","2018","2019-09-20 10:15:46","2019-09-20 10:15:46","","247-259","","","","","","Text-<span class=""nocase"">Visualizing Neural Network Model</span>","Lecture <span class=""nocase"">Notes</span> in <span class=""nocase"">Computer Science</span>","","","","Springer International Publishing","","English","","","","","","","Citation Key: itoTextVisualizingNeuralNetwork2018  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","Interpretable neural network; Support system; Text mining","","Phung, Dinh; Tseng, Vincent S.; Webb, Geoffrey I.; Ho, Bao; Ganji, Mohadeseh; Rashidi, Lida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S2Q4KA8A","bookSection","2006","Jin, Yaochu; Sendhoff, Bernhard; Körner, Edgar","Simultaneous <span class=""nocase"">Generation</span> of <span class=""nocase"">Accurate</span> and <span class=""nocase"">Interpretable Neural Network Classifiers</span>","Multi-<span class=""nocase"">Objective Machine Learning</span>","978-3-540-33019-6","","","","Generating machine learning models is inherently a multi-objective optimization problem. Two most common objectives are accuracy and interpretability, which are very likely conflicting with each other. While in most cases we are interested only in the model accuracy, interpretability of the model becomes the major concern if the model is used for data mining or if the model is applied to critical applications. In this chapter, we present a method for simultaneously generating accurate and interpretable neural network models for classification using an evolutionary multi-objective optimization algorithm. Lifetime learning is embedded to fine-tune the weights in the evolution that mutates the structure and weights of the neural networks. The efficiency of Baldwin effect and Lamarckian evolution are compared. It is found that the Lamarckian evolution outperforms the Baldwin effect in evolutionary multi-objective optimization of neural networks. Simulation results on two benchmark problems demonstrate that the evolutionary multi-objective approach is able to generate both accurate and understandable neural network models, which can be used for different purpose.","2006","2019-09-20 10:15:46","2019-09-20 10:15:46","","291-312","","","","","","","Studies in <span class=""nocase"">Computational Intelligence</span>","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","English","","","","","","","Citation Key: jinSimultaneousGenerationAccurate2006  bibtex*[comments=Presents a specific method for enhancing explainability for models,]  DOI: 10.1007/3-540-33019-4_13","","","","Hide Neuron; Mean Square Error; Multiobjective Optimization; Neural Network; Pareto Front","","Jin, Yaochu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7VR4M32L","conferencePaper","2016","Kasneci, Gjergji; Gottron, Thomas","LICON: A linear weighting scheme for the contribution ofInput variables in deep artificial neural networks","Proceedings of the 25th ACM international on conference on information and knowledge management","978-1-4503-4073-1","","10.1145/2983323.2983746","http://doi.acm.org/10.1145/2983323.2983746","","2016","2019-09-20 10:15:47","2019-09-20 10:15:47","","45-54","","","","","","","CIKM '16","","","","ACM","New York, NY, USA","","","","","","","","Citation Key: Kasneci:2016:LLW:2983323.2983746  bibtex*[acmid=2983746;comments=Presents a specific method for enhancing explainability for models,;numpages=10]  event-place: Indianapolis, Indiana, USA","","","","artificial neural networks; contribution; explanation; input variables; linear weighting scheme","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7JF7HEMN","journalArticle","2016","Lapuschkin, Sebastian; Binder, Alexander; Montavon, Grégoire; Müller, Klaus-Robert; Samek, Wojciech","The LRP toolbox for artificial neural networks","J. Mach. Learn. Res.","","1532-4435","","http://dl.acm.org/citation.cfm?id=2946645.3007067","","2016-01","2019-09-20 10:15:47","2019-09-20 10:15:47","","3938-3942","","1","17","","","","","","","","","","","","","","","","","Citation Key: Lapuschkin:2016:LTA:2946645.3007067  bibtex*[acmid=3007067;comments=Presents a specific method for enhancing explainability for models,;issue_date=January 2016;numpages=5;publisher=JMLR.org]","","","","artificial neural networks; computer vision; deep learning; explaining classifiers; layer-wise relevance propagation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"457Q4276","conferencePaper","2018","Laugel, Thibault; Lesot, Marie-Jeanne; Marsala, Christophe; Renard, Xavier; Detyniecki, Marcin","Comparison-<span class=""nocase"">Based Inverse Classification</span> for <span class=""nocase"">Interpretability</span> in <span class=""nocase"">Machine Learning</span>","Information <span class=""nocase"">Processing</span> and <span class=""nocase"">Management</span> of <span class=""nocase"">Uncertainty</span> in <span class=""nocase"">Knowledge</span>-<span class=""nocase"">Based Systems</span>. <span class=""nocase"">Theory</span> and <span class=""nocase"">Foundations</span>","978-3-319-91473-2","","","","In the context of post-hoc interpretability, this paper addresses the task of explaining the prediction of a classifier, considering the case where no information is available, neither on the classifier itself, nor on the processed data (neither the training nor the test data). It proposes an inverse classification approach whose principle consists in determining the minimal changes needed to alter a prediction: in an instance-based framework, given a data point whose classification must be explained, the proposed method consists in identifying a close neighbor classified differently, where the closeness definition integrates a sparsity constraint. This principle is implemented using observation generation in the Growing Spheres algorithm. Experimental results on two datasets illustrate the relevance of the proposed approach that can be used to gain knowledge about the classifier.","2018","2019-09-20 10:15:47","2019-09-20 10:15:47","","100-111","","","","","","","Communications in <span class=""nocase"">Computer</span> and <span class=""nocase"">Information Science</span>","","","","Springer International Publishing","","English","","","","","","","Citation Key: laugelComparisonBasedInverseClassification2018  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","Comparison-based; Inverse classification; Local explanation; Post-hoc interpretability","","Medina, Jesús; Ojeda-Aciego, Manuel; Verdegay, José Luis; Pelta, David A.; Cabrera, Inma P.; Bouchon-Meunier, Bernadette; Yager, Ronald R.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GSP548D8","conferencePaper","2018","Liu, Ninghao; Huang, Xiao; Li, Jundong; Hu, Xia","On interpretation of network embedding via taxonomy induction","Proceedings of the 24th ACM SIGKDD international conference on knowledge discovery &#38; data mining","978-1-4503-5552-0","","10.1145/3219819.3220001","http://doi.acm.org/10.1145/3219819.3220001","","2018","2019-09-20 10:15:47","2019-09-20 10:15:47","","1812-1820","","","","","","","KDD '18","","","","ACM","New York, NY, USA","","","","","","","","Citation Key: Liu:2018:INE:3219819.3220001  bibtex*[acmid=3220001;comments=Presents a specific method for enhancing explainability for models,;numpages=9]  event-place: London, United Kingdom","","","","machine learning interpretation; network embedding; taxonomy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCVUPRZG","conferencePaper","2019","Liu, Ninghao; Du, Mengnan; Hu, Xia","Representation interpretation with spatial encoding and multimodal analytics","Proceedings of the twelfth ACM international conference on web search and data mining","978-1-4503-5940-5","","10.1145/3289600.3290960","http://doi.acm.org/10.1145/3289600.3290960","","2019","2019-09-20 10:15:47","2019-09-20 10:15:47","","60-68","","","","","","","WSDM '19","","","","ACM","New York, NY, USA","","","","","","","","Citation Key: Liu:2019:RIS:3289600.3290960  bibtex*[acmid=3290960;comments=Presents a specific method for enhancing explainability for models,;numpages=9]  event-place: Melbourne VIC, Australia","","","","interpretation; recommender systems; representation learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DWXIIZ2C","conferencePaper","2013","Otte, Clemens","Safe and <span class=""nocase"">Interpretable Machine Learning</span>: <span class=""nocase"">A Methodological Review</span>","Computational <span class=""nocase"">Intelligence</span> in <span class=""nocase"">Intelligent Data Analysis</span>","978-3-642-32378-2","","","","When learning models from data, the interpretability of the resulting model is often mandatory. For example, safety-related applications for automation and control require that the correctness of the model must be ensured not only for the available data but for all possible input combinations. Thus, understanding what the model has learned and in particular how it will extrapolate to unseen data is a crucial concern. The paper discusses suitable learning methods for classification and regression. For classification problems, we review an approach based on an ensemble of nonlinear low-dimensional submodels, where each submodel is simple enough to be completely verified by domain experts. For regression problems, we review related approaches that try to achieve interpretability by using low-dimensional submodels (for instance, MARS and tree-growing methods). We compare them with symbolic regression, which is a different approach based on genetic algorithms. Finally, a novel approach is proposed for combining a symbolic regression model, which is shown to be easily interpretable, with a Gaussian Process. The combined model has an improved accuracy and provides error bounds in the sense that the deviation from the verified symbolic model is always kept below a defined limit.","2013","2019-09-20 10:15:48","2019-09-20 10:15:48","","111-122","","","","","","Safe and <span class=""nocase"">Interpretable Machine Learning</span>","Studies in <span class=""nocase"">Computational Intelligence</span>","","","","Springer Berlin Heidelberg","","English","","","","","","","Citation Key: otteSafeInterpretableMachine2013  bibtex*[comments=Reviews the current state of explainability research,]","","","","Input Space; Methodological Review; Multivariate Adaptive Regression Spline; Symbolic Model; Symbolic Regression","","Moewes, Christian; Nürnberger, Andreas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VWFLNUKR","conferencePaper","2019","Pastor, Eliana; Baralis, Elena","Explaining black box models by means of local rules","Proceedings of the 34th ACM/SIGAPP symposium on applied computing","978-1-4503-5933-7","","10.1145/3297280.3297328","http://doi.acm.org/10.1145/3297280.3297328","","2019","2019-09-20 10:15:48","2019-09-20 10:15:48","","510-517","","","","","","","SAC '19","","","","ACM","New York, NY, USA","","","","","","","","Citation Key: Pastor:2019:EBB:3297280.3297328  bibtex*[acmid=3297328;comments=Presents a specific method for enhancing explainability for models,;numpages=8]  event-place: Limassol, Cyprus","","","","interpretability; local model; prediction explanation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QAGEVP5R","conferencePaper","2018","Pomarlan, Mihai; Bateman, John","Meaningful <span class=""nocase"">Clusterings</span> of <span class=""nocase"">Recurrent Neural Network Activations</span> for <span class=""nocase"">NLP</span>","Mining <span class=""nocase"">Intelligence</span> and <span class=""nocase"">Knowledge Exploration</span>","978-3-030-05918-7","","","","Recurrent neural networks have found applications in NLP, but their operation is difficult to interpret. A state automaton that approximates the network would be more interpretable, but for this one needs a method to group network activation states by their behavior. In this paper we propose such a method, and compare it to an existing dimensionality reduction and clustering approach. Our method is better able to group together neural states of similar behavior.","2018","2019-09-20 10:15:48","2019-09-20 10:15:48","","11-20","","","","","","","Lecture <span class=""nocase"">Notes</span> in <span class=""nocase"">Computer Science</span>","","","","Springer International Publishing","","English","","","","","","","Citation Key: pomarlanMeaningfulClusteringsRecurrent2018  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","Interpretability; Natural language processing; Recurrent neural networks","","Groza, Adrian; Prasath, Rajendra","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DSIDH8FN","conferencePaper","2018","Pomarlan, Mihai; Bateman, John","Understanding <span class=""nocase"">NLP Neural Networks</span> by the <span class=""nocase"">Texts They Generate</span>","<span class=""nocase"">KI</span> 2018: <span class=""nocase"">Advances</span> in <span class=""nocase"">Artificial Intelligence</span>","978-3-030-00111-7","","","","Recurrent neural networks have proven useful in natural language processing. For example, they can be trained to predict, and even generate plausible text with few or no spelling and syntax errors. However, it is not clear what grammar a network has learned, or how it keeps track of the syntactic structure of its input. In this paper, we present a new method to extract a finite state machine from a recurrent neural network. A FSM is in principle a more interpretable representation of a grammar than a neural net would be, however the extracted FSMs for realistic neural networks will also be large. Therefore, we also look at ways to group the states and paths through the extracted FSM so as to get a smaller, easier to understand model of the neural network. To illustrate our methods, we use them to investigate how a neural network learns noun-verb agreement from a simple grammar where relative clauses may appear between noun and verb.","2018","2019-09-20 10:15:48","2019-09-20 10:15:48","","284-296","","","","","","","Lecture <span class=""nocase"">Notes</span> in <span class=""nocase"">Computer Science</span>","","","","Springer International Publishing","","English","","","","","","","Citation Key: pomarlanUnderstandingNLPNeural2018  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","Interpretability; Natural language processing; Recurrent neural networks","","Trollmann, Frank; Turhan, Anni-Yasmin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VLJ3NXUV","conferencePaper","2017","Tamagnini, Paolo; Krause, Josua; Dasgupta, Aritra; Bertini, Enrico","Interpreting black-box classifiers using instance-level visual explanations","Proceedings of the 2Nd workshop on human-in-the-loop data analytics","978-1-4503-5029-7","","10.1145/3077257.3077260","http://doi.acm.org/10.1145/3077257.3077260","","2017","2019-09-20 10:15:49","2019-09-20 10:15:49","","6:1-6:6","","","","","","","HILDA'17","","","","ACM","New York, NY, USA","","","","","","","","Citation Key: Tamagnini:2017:IBC:3077257.3077260  bibtex*[acmid=3077260;articleno=6;comments=Presents a specific method for enhancing explainability for models,;numpages=6]  event-place: Chicago, IL, USA","","","","classification; explanation; machine learning; visual analytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HLSKWWKK","conferencePaper","2018","Weber, Rosina O.; Johs, Adam J.; Li, Jianfei; Huang, Kent","Investigating <span class=""nocase"">Textual Case</span>-<span class=""nocase"">Based XAI</span>","Case-<span class=""nocase"">Based Reasoning Research</span> and <span class=""nocase"">Development</span>","978-3-030-01081-2","","","","This paper demonstrates how case-based reasoning (CBR) can be used for an explainable artificial intelligence (XAI) approach to justify solutions produced by an opaque learning method (i.e., target method), particularly in the context of unstructured textual data. Our general hypothesis is twofold: (1) There exists patterns in the relationship between problems and solutions and there should be data or a body of knowledge that describes how problems and solutions relate; and (2) the identification, manipulation, and learning of such patterns through case features can help create and reuse explanations for solutions produced by the target method. When the target method relies on neural network architectures (e.g., deep learning), the resulting latent space (i.e., word embeddings) becomes useful for finding patterns and semantic relatedness in textual data. In the proposed approach, case problems are input-output pairs from the target method, and case solutions are explanations. We exemplify our approach by explaining recommended citations from Citeomatic - a multi-layer neural-network architecture from the Allen Institute for Artificial Intelligence. Citation analysis is the body of knowledge that describes how query documents (i.e., inputs) relate to recommended citations (i.e., outputs). We build cases and similarity assessment to learn features that represent patterns between problems and solutions that can lead to the reuse of corresponding explanations. The illustrative implementation we present becomes an explanation-augmented citation recommender that targets human-computer trust.","2018","2019-09-20 10:15:49","2019-09-20 10:15:49","","431-447","","","","","","","Lecture <span class=""nocase"">Notes</span> in <span class=""nocase"">Computer Science</span>","","","","Springer International Publishing","","English","","","","","","","Citation Key: weberInvestigatingTextualCaseBased2018  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","Case-Based reasoning; Citation recommendation; Explainable artificial intelligence; Human-Computer trust; Semantic relatedness; Textual Case-Based reasoning; Word embeddings","","Cox, Michael T.; Funk, Peter; Begum, Shahina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HZGPNGHY","conferencePaper","2018","Wu, Huijun; Wang, Chen; Yin, Jie; Lu, Kai; Zhu, Liming","Sharing deep neural network models with interpretation","Proceedings of the 2018 world wide web conference","978-1-4503-5639-8","","10.1145/3178876.3185995","https://doi.org/10.1145/3178876.3185995","","2018","2019-09-20 10:15:50","2019-09-20 10:15:50","","177-186","","","","","","","WWW '18","","","","International World Wide Web Conferences Steering Committee","Republic and Canton of Geneva, Switzerland","","","","","","","","Citation Key: Wu:2018:SDN:3178876.3185995  bibtex*[acmid=3185995;comments=Presents a specific method for enhancing explainability for models,;numpages=10]  event-place: Lyon, France","","","","decision boundary; deep neural networks; interpretability; model sharing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N2VPTKRJ","conferencePaper","2019","Zhang, Yin; Liu, Ninghao; Ji, Shuiwang; Caverlee, James; Hu, Xia","An <span class=""nocase"">Interpretable Neural Model</span> with <span class=""nocase"">Interactive Stepwise Influence</span>","Advances in <span class=""nocase"">Knowledge Discovery</span> and <span class=""nocase"">Data Mining</span>","978-3-030-16142-2","","","","Deep neural networks have achieved promising prediction performance, but are often criticized for the lack of interpretability, which is essential in many real-world applications such as health informatics and political science. Meanwhile, it has been observed that many shallow models, such as linear models or tree-based models, are fairly interpretable though not accurate enough. Motivated by these observations, in this paper, we investigate how to fully take advantage of the interpretability of shallow models in neural networks. To this end, we propose a novel interpretable neural model with Interactive Stepwise Influence (ISI) framework. Specifically, in each iteration of the learning process, ISI interactively trains a shallow model with soft labels computed from a neural network, and the learned shallow model is then used to influence the neural network to gain interpretability. Thus ISI could achieve interpretability in three aspects: importance of features, impact of feature value changes, and adaptability of feature weights in the neural network learning process. Experiments on both synthetic and two real-world datasets demonstrate that ISI could generate reliable interpretation with respect to the three aspects, as well as preserve prediction accuracy by comparing with other state-of-the-art methods.","2019","2019-09-20 10:15:50","2019-09-20 10:15:50","","528-540","","","","","","","Lecture <span class=""nocase"">Notes</span> in <span class=""nocase"">Computer Science</span>","","","","Springer International Publishing","","English","","","","","","","Citation Key: zhangInterpretableNeuralModel2019  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","Interpretation; Neural network; Stepwise Influence","","Yang, Qiang; Zhou, Zhi-Hua; Gong, Zhiguo; Zhang, Min-Ling; Huang, Sheng-Jun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NPU2DJR6","journalArticle","2018","Zhang, Quan-shi; Zhu, Song-chun","Visual interpretability for deep learning: A survey","Frontiers of Information Technology & Electronic Engineering","","2095-9230","10.1631/FITEE.1700808","","This paper reviews recent studies in understanding neural-network representations and learning neural networks with interpretable/disentangled middle-layer representations. Although deep neural networks have exhibited superior performance in various tasks, interpretability is always Achilles' heel of deep neural networks. At present, deep neural networks obtain high discrimination power at the cost of a low interpretability of their black-box representations. We believe that high model interpretability may help people break several bottlenecks of deep learning, e.g., learning from a few annotations, learning via human–computer communications at the semantic level, and semantically debugging network representations. We focus on convolutional neural networks (CNNs), and revisit the visualization of CNN representations, methods of diagnosing representations of pre-trained CNNs, approaches for disentangling pre-trained CNN representations, learning of CNNs with disentangled representations, and middle-to-end learning based on model interpretability. Finally, we discuss prospective trends in explainable artificial intelligence.","2018-01","2019-09-20 10:15:50","2019-09-20 10:15:50","","27-39","","1","19","","","Visual interpretability for deep learning","","","","","","","English","","","","","","","Citation Key: zhangVisualInterpretabilityDeep2018  bibtex*[comments=Reviews the current state of explainability research,]","","","","Artificial intelligence; Deep learning; Interpretable model; TP391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
