"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"88EG68IE","journalArticle","2018","Sushil, Madhumita; Šuster, Simon; Daelemans, Walter","Rule induction for global explanation of trained models","arXiv:1808.09744 [cs, stat]","","","","http://arxiv.org/abs/1808.09744","Understanding the behavior of a trained network and ﬁnding explanations for its outputs is important for improving the network’s performance and generalization ability, and for ensuring trust in automated systems. Several approaches have previously been proposed to identify and visualize the most important features by analyzing a trained network. However, the relations between different features and classes are lost in most cases. We propose a technique to induce sets of if-then-else rules that capture these relations to globally explain the predictions of a network. We ﬁrst calculate the importance of the features in the trained network. We then weigh the original inputs with these feature importance scores, simplify the transformed input space, and ﬁnally ﬁt a rule induction model to explain the model predictions. We ﬁnd that the output rule-sets can explain the predictions of a neural network trained for 4-class text classiﬁcation from the 20 newsgroups dataset to a macro-averaged F-score of 0.80. We make the code available at https://github.com/ clips/interpret_with_rules.","2018-08-29","2019-05-16 16:47:09","2019-05-16 18:41:12","2019-05-16 18:34:07","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1808.09744","Comment: Accepted at the Workshop on 'Analyzing and interpreting neural networks for NLP' (BlackboxNLP), EMNLP 2018","/home/tim/Zotero/storage/FEJFSMAK/Sushil et al. - 2018 - Rule induction for global explanation of trained m.pdf","","","Computer Science - Computation and Language; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YIZTFDPA","journalArticle","2019","Ming, Y.; Qu, H.; Bertini, E.","RuleMatrix: Visualizing and Understanding Classifiers with Rules","IEEE Transactions on Visualization and Computer Graphics","","1077-2626","10.1109/TVCG.2018.2864812","","With the growing adoption of machine learning techniques, there is a surge of research interest towards making machine learning systems more transparent and interpretable. Various visualizations have been developed to help model developers understand, diagnose, and refine machine learning models. However, a large number of potential but neglected users are the domain experts with little knowledge of machine learning but are expected to work with machine learning systems. In this paper, we present an interactive visualization technique to help users with little expertise in machine learning to understand, explore and validate predictive models. By viewing the model as a black box, we extract a standardized rule-based knowledge representation from its input-output behavior. Then, we design RuleMatrix, a matrix-based visualization of rules to help users navigate and verify the rules and the black-box model. We evaluate the effectiveness of RuleMatrix via two use cases and a usability study.","2019-01","2019-05-16 16:46:56","2019-05-16 18:41:19","","342-352","","1","25","","","RuleMatrix","","","","","","","","","","","","IEEE Xplore","","","","/home/tim/Zotero/storage/Y2R73IAR/8440085.html; /home/tim/Zotero/storage/DCGC5QDY/Ming et al. - 2019 - RuleMatrix Visualizing and Understanding Classifi.pdf","","black-box model; Data models; data visualisation; Data visualization; Decision trees; explainable machine learning; interactive systems; interactive visualization technique; knowledge representation; learning (artificial intelligence); Machine learning; machine learning systems; matrix algebra; matrix-based visualization; Neural networks; pattern classification; predictive models; rule matrix; rule visualization; standardized rule-based knowledge representation; Support vector machines; visual analytics; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3UR85G4","journalArticle","2018","Horel, Enguerrand; Mison, Virgile; Xiong, Tao; Giesecke, Kay; Mangu, Lidia","Sensitivity based Neural Networks Explanations","arXiv:1812.01029 [cs, stat]","","","","http://arxiv.org/abs/1812.01029","Although neural networks can achieve very high predictive performance on various different tasks such as image recognition or natural language processing, they are often considered as opaque ""black boxes"". The difﬁculty of interpreting the predictions of a neural network often prevents its use in ﬁelds where explainability is important, such as the ﬁnancial industry where regulators and auditors often insist on this aspect. In this paper, we present a way to assess the relative input features importance of a neural network based on the sensitivity of the model output with respect to its input. This method has the advantage of being fast to compute, it can provide both global and local levels of explanations and is applicable for many types of neural network architectures. We illustrate the performance of this method on both synthetic and real data and compare it with other interpretation techniques. This method is implemented into an open-source Python package that allows its users to easily generate and visualize explanations for their neural networks.","2018-12-03","2019-05-16 16:47:11","2019-05-16 18:41:27","2019-05-16 18:34:39","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1812.01029","","/home/tim/Zotero/storage/A5E9JKV7/Horel et al. - 2018 - Sensitivity based Neural Networks Explanations.pdf","","","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E74F5A7F","conferencePaper","2018","Wu, Huijun; Wang, Chen; Yin, Jie; Lu, Kai; Zhu, Liming","Sharing Deep Neural Network Models with Interpretation","Proceedings of the 2018 World Wide Web Conference","978-1-4503-5639-8","","10.1145/3178876.3185995","https://doi.org/10.1145/3178876.3185995","Despite outperforming humans in many tasks, deep neural network models are also criticized for the lack of transparency and interpretability in decision making. The opaqueness results in uncertainty and low confidence when deploying such a model in model sharing scenarios, where the model is developed by a third party. For a supervised machine learning model, sharing training process including training data is a way to gain trust and to better understand model predictions. However, it is not always possible to share all training data due to privacy and policy constraints. In this paper, we propose a method to disclose a small set of training data that is just sufficient for users to get the insight into a complicated model. The method constructs a boundary tree using selected training data and the tree is able to approximate the complicated deep neural network models with high fidelity. We show that data point pairs in the tree give users significantly better understanding of the model decision boundaries and paves the way for trustworthy model sharing.","2018","2019-05-16 16:47:18","2019-05-16 18:41:34","2019-05-16 18:34:57","177–186","","","","","","","WWW '18","","","","International World Wide Web Conferences Steering Committee","Republic and Canton of Geneva, Switzerland","","","","","","ACM Digital Library","","event-place: Lyon, France","","/home/tim/Zotero/storage/GT5RXPZA/Wu et al. - 2018 - Sharing Deep Neural Network Models with Interpreta.pdf","","decision boundary; deep neural networks; interpretability; model sharing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PM9PWQ6W","journalArticle","2019","Hohman, Fred; Park, Haekyu; Robinson, Caleb; Chau, Duen Horng","Summit: Scaling Deep Learning Interpretability by Visualizing Activation and Attribution Summarizations","arXiv:1904.02323 [cs]","","","","http://arxiv.org/abs/1904.02323","Deep learning is increasingly used in decision-making tasks. However, understanding how neural networks produce ﬁnal predictions remains a fundamental challenge. Existing work on interpreting neural network predictions for images often focuses on explaining predictions for single images or neurons. As predictions are often computed based off of millions of weights that are optimized over millions of images, such explanations can easily miss a bigger picture. We present SUMMIT, the ﬁrst interactive system that scalably and systematically summarizes and visualizes what features a deep learning model has learned and how those features interact to make predictions. SUMMIT introduces two new scalable summarization techniques: (1) activation aggregation discovers important neurons, and (2) neuron-inﬂuence aggregation identiﬁes relationships among such neurons. SUMMIT combines these techniques to create the novel attribution graph that reveals and summarizes crucial neuron associations and substructures that contribute to a model’s outcomes. SUMMIT scales to large data, such as the ImageNet dataset with 1.2M images, and leverages neural network feature visualization and dataset examples to help users distill large, complex neural network models into compact, interactive visualizations. We present neural network exploration scenarios where SUMMIT helps us discover multiple surprising insights into a state-of-the-art image classiﬁer’s learned representations and informs future neural network architecture design. The SUMMIT visualization runs in modern web browsers and is open-sourced.","2019-04-03","2019-05-16 16:47:12","2019-05-16 18:41:41","2019-05-16 18:35:20","","","","","","","Summit","","","","","","","en","","","","","arXiv.org","","arXiv: 1904.02323","Comment: [v1]: Manuscript currently under review; [v2]: fix author name","/home/tim/Zotero/storage/CC8R9NSE/Hohman et al. - 2019 - Summit Scaling Deep Learning Interpretability by .pdf","","","Computer Science - Computer Vision and Pattern Recognition; Computer Science - Human-Computer Interaction; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E75FICUD","journalArticle","1999","Taha, I. A.; Ghosh, J.","Symbolic interpretation of artificial neural networks","IEEE Transactions on Knowledge and Data Engineering","","1041-4347","10.1109/69.774103","","Hybrid intelligent systems that combine knowledge-based and artificial neural network systems typically have four phases, involving domain knowledge representation, mapping of this knowledge into an initial connectionist architecture, network training and rule extraction, respectively. The final phase is important because it can provide a trained connectionist architecture with explanation power and validate its output decisions. Moreover, it can be used to refine and maintain the initial knowledge acquired from domain experts. In this paper, we present three rule extraction techniques. The first technique extracts a set of binary rules from any type of neural network. The other two techniques are specific to feedforward networks, with a single hidden layer of sigmoidal units. Technique 2 extracts partial rules that represent the most important embedded knowledge with an adjustable level of detail, while the third technique provides a more comprehensive and universal approach. A rule-evaluation technique, which orders extracted rules based on three performance measures, is then proposed. The three techniques area applied to the iris and breast cancer data sets. The extracted rules are evaluated qualitatively and quantitatively, and are compared with those obtained by other approaches.","1999-05","2019-05-16 16:46:54","2019-05-16 18:41:48","","448-463","","3","11","","","","","","","","","","","","","","","IEEE Xplore","","","","/home/tim/Zotero/storage/TF4W3JYB/774103.html; /home/tim/Zotero/storage/Z9642ZGL/Taha and Ghosh - 1999 - Symbolic interpretation of artificial neural netwo.pdf","","adjustable detail level; artificial neural networks; Artificial neural networks; binary rules; breast cancer data set; Computer networks; connectionist architecture; Data mining; domain knowledge mapping; domain knowledge representation; embedded knowledge; explanation; explanation power; feedforward networks; feedforward neural nets; Fuzzy neural networks; Fuzzy sets; hidden layer; hybrid intelligent systems; Intelligent systems; iris data set; knowledge based systems; Knowledge based systems; knowledge refinement; knowledge representation; Knowledge representation; knowledge-based systems; learning (artificial intelligence); Military computing; network training; neural net architecture; Neural networks; output decision validation; partial rules; performance measures; rule evaluation technique; rule extraction; rule ordering; sigmoidal units; symbol manipulation; symbolic interpretation; truth maintenance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9RTEGZJR","journalArticle","2018","Weld, Daniel S.; Bansal, Gagan","The Challenge of Crafting Intelligible Intelligence","arXiv:1803.04263 [cs]","","","","http://arxiv.org/abs/1803.04263","Since Artificial Intelligence (AI) software uses techniques like deep lookahead search and stochastic optimization of huge neural networks to fit mammoth datasets, it often results in complex behavior that is difficult for people to understand. Yet organizations are deploying AI algorithms in many mission-critical settings. To trust their behavior, we must make AI intelligible, either by using inherently interpretable models or by developing new methods for explaining and controlling otherwise overwhelmingly complex decisions using local approximation, vocabulary alignment, and interactive explanation. This paper argues that intelligibility is essential, surveys recent work on building such systems, and highlights key directions for research.","2018-03-09","2019-05-16 16:47:07","2019-05-16 18:41:56","2019-05-16 18:35:59","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1803.04263","Comment: arXiv admin note: text overlap with arXiv:1603.08507 by other authors","/home/tim/Zotero/storage/5C3GUYCN/Weld and Bansal - 2018 - The Challenge of Crafting Intelligible Intelligenc.pdf","","","Computer Science - Artificial Intelligence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8AESBUSM","journalArticle","2016","Lapuschkin, Sebastian; Binder, Alexander; Montavon, Grégoire; Müller, Klaus-Robert; Samek, Wojciech","The LRP Toolbox for Artificial Neural Networks","J. Mach. Learn. Res.","","1532-4435","","http://dl.acm.org/citation.cfm?id=2946645.3007067","The Layer-wise Relevance Propagation (LRP) algorithm explains a classifier's prediction specific to a given data point by attributing relevance scores to important components of the input by using the topology of the learned model itself. With the LRP Toolbox we provide platform-agnostic implementations for explaining the predictions of pretrained state of the art Caffe networks and stand-alone implementations for fully connected Neural Network models. The implementations for Matlab and python shall serve as a playing field to familiarize oneself with the LRP algorithm and are implemented with readability and transparency in mind. Models and data can be imported and exported using raw text formats, Matlab's .mat files and the .npy format for numpy or plain text.","2016-01","2019-05-16 16:47:15","2019-05-16 18:42:20","2019-05-16 18:36:22","3938–3942","","1","17","","","","","","","","","","","","","","","ACM Digital Library","","","","/home/tim/Zotero/storage/DXDBQW2A/Lapuschkin et al. - 2016 - The LRP Toolbox for Artificial Neural Networks.pdf","","artificial neural networks; computer vision; deep learning; explaining classifiers; layer-wise relevance propagation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39QZARHT","journalArticle","2018","Al-Shedivat, Maruan; Dubey, Avinava; Xing, Eric P.","The Intriguing Properties of Model Explanations","arXiv:1801.09808 [cs]","","","","http://arxiv.org/abs/1801.09808","Linear approximations to the decision boundary of a complex model have become one of the most popular tools for interpreting predictions. In this paper, we study such linear explanations produced either post-hoc by a few recent methods or generated along with predictions with contextual explanation networks (CENs). We focus on two questions: (i) whether linear explanations are always consistent or can be misleading, and (ii) when integrated into the prediction process, whether and how explanations affect performance of the model. Our analysis sheds more light on certain properties of explanations produced by different methods and suggests that learning models that explain and predict jointly is often advantageous.","2018-01-29","2019-05-16 16:47:06","2019-05-16 18:42:13","2019-05-16 18:36:25","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1801.09808","Comment: Interpretable ML Symposium, NIPS 2017","/home/tim/Zotero/storage/88FRYTA8/Al-Shedivat et al. - 2018 - The Intriguing Properties of Model Explanations.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EA2ZZ8PA","conferencePaper","2019","Cai, Carrie J.; Jongejan, Jonas; Holbrook, Jess","The Effects of Example-based Explanations in a Machine Learning Interface","Proceedings of the 24th International Conference on Intelligent User Interfaces","978-1-4503-6272-6","","10.1145/3301275.3302289","http://doi.acm.org/10.1145/3301275.3302289","The black-box nature of machine learning algorithms can make their predictions difficult to understand and explain to end-users. In this paper, we propose and evaluate two kinds of example-based explanations in the visual domain, normative explanations and comparative explanations (Figure 1), which automatically surface examples from the training set of a deep neural net sketch-recognition algorithm. To investigate their effects, we deployed these explanations to 1150 users on QuickDraw, an online platform where users draw images and see whether a recognizer has correctly guessed the intended drawing. When the algorithm failed to recognize the drawing, those who received normative explanations felt they had a better understanding of the system, and perceived the system to have higher capability. However, comparative explanations did not always improve perceptions of the algorithm, possibly because they sometimes exposed limitations of the algorithm and may have led to surprise. These findings suggest that examples can serve as a vehicle for explaining algorithmic behavior, but point to relative advantages and disadvantages of using different kinds of examples, depending on the goal.","2019","2019-05-16 16:47:01","2019-05-16 18:42:05","2019-05-16 18:36:26","258–262","","","","","","","IUI '19","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","event-place: Marina del Ray, California","","/home/tim/Zotero/storage/GEFI6G3M/Cai et al. - 2019 - The Effects of Example-based Explanations in a Mac.pdf","","example-based explanations; explainable AI; human-AI interaction; machine learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MPS2568Q","conferencePaper","2019","Kim, D.; Lim, W.; Hong, M.; Kim, H.","The Structure of Deep Neural Network for Interpretable Transfer Learning","2019 IEEE International Conference on Big Data and Smart Computing (BigComp)","","","10.1109/BIGCOMP.2019.8679150","","Training a deep neural network requires a large amount of high-quality data and time. However, most of the real tasks don't have enough labeled data to train each complex model. To solve this problem, transfer learning reuses the pretrained model on a new task. However, one weakness of transfer learning is that it applies a pretrained model to a new task without understanding the output of an existing model. This may cause a lack of interpretability in training deep neural network. In this paper, we propose a technique to improve the interpretability in transfer learning tasks. We define the interpretable features and use it to train model to a new task. Thus, we will be able to explain the relationship between the source and target domain in a transfer learning task. Feature Network (FN) consists of Feature Extraction Layer and a single mapping layer that connects the features extracted from the source domain to the target domain. We examined the interpretability of the transfer learning by applying pretrained model with defined features to Korean characters classification.","2019-02","2019-05-16 16:46:58","2019-05-16 18:42:27","","1-4","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","/home/tim/Zotero/storage/CAIRYHTZ/8679150.html; /home/tim/Zotero/storage/Y7UVIMKN/Kim et al. - 2019 - The Structure of Deep Neural Network for Interpret.pdf","","complex model; Computational modeling; Convolution; Data models; deep neural network; feature extraction; Feature extraction; feature extraction layer; high-quality data; image classification; interpretability; Interpretability; interpretable features; interpretable transfer learning; Korean characters classification; learning (artificial intelligence); Machine Learning; natural language processing; neural nets; Neural networks; pretrained model; Task analysis; Training; Transfer Learning; transfer learning task","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2019 IEEE International Conference on Big Data and Smart Computing (BigComp)","","","","","","","","","","","","","","",""
"UR3STN4I","journalArticle","2018","Alvarez-Melis, David; Jaakkola, Tommi S.","Towards Robust Interpretability with Self-Explaining Neural Networks","arXiv:1806.07538 [cs, stat]","","","","http://arxiv.org/abs/1806.07538","Most recent work on interpretability of complex machine learning models has focused on estimating a posteriori explanations for previously trained models around speciﬁc predictions. Self-explaining models where interpretability plays a key role already during learning have received much less attention. We propose three desiderata for explanations in general – explicitness, faithfulness, and stability – and show that existing methods do not satisfy them. In response, we design self-explaining models in stages, progressively generalizing linear classiﬁers to complex yet architecturally explicit models. Faithfulness and stability are enforced via regularization speciﬁcally tailored to such models. Experimental results across various benchmark datasets show that our framework offers a promising direction for reconciling model complexity and interpretability.","2018-06-19","2019-05-16 16:47:08","2019-05-16 18:42:36","2019-05-16 18:37:12","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1806.07538","Comment: NeurIPS 2018","/home/tim/Zotero/storage/U5U95UMM/Alvarez-Melis and Jaakkola - 2018 - Towards Robust Interpretability with Self-Explaini.pdf","","","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KUR2JBY2","journalArticle","2016","Goyal, Yash; Mohapatra, Akrit; Parikh, Devi; Batra, Dhruv","Towards Transparent AI Systems: Interpreting Visual Question Answering Models","arXiv:1608.08974 [cs]","","","","http://arxiv.org/abs/1608.08974","Deep neural networks have shown striking progress and obtained state-of-the-art results in many AI research ﬁelds in the recent years. However, it is often unsatisfying to not know why they predict what they do. In this paper, we address the problem of interpreting Visual Question Answering (VQA) models. Speciﬁcally, we are interested in ﬁnding what part of the input (pixels in images or words in questions) the VQA model focuses on while answering the question. To tackle this problem, we use two visualization techniques – guided backpropagation and occlusion – to ﬁnd important words in the question and important regions in the image. We then present qualitative and quantitative analyses of these importance maps. We found that even without explicit attention mechanisms, VQA models may sometimes be implicitly attending to relevant regions in the image, and often to appropriate words in the question.","2016-08-31","2019-05-16 16:47:03","2019-05-16 18:42:44","2019-05-16 18:37:35","","","","","","","Towards Transparent AI Systems","","","","","","","en","","","","","arXiv.org","","arXiv: 1608.08974","","/home/tim/Zotero/storage/WRLAUIWY/Goyal et al. - 2016 - Towards Transparent AI Systems Interpreting Visua.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Computation and Language; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NU737C2C","journalArticle","2017","Lengerich, Benjamin J.; Konam, Sandeep; Xing, Eric P.; Rosenthal, Stephanie; Veloso, Manuela","Towards Visual Explanations for Convolutional Neural Networks via Input Resampling","arXiv:1707.09641 [cs, stat]","","","","http://arxiv.org/abs/1707.09641","The predictive power of neural networks often costs model interpretability. Several techniques have been developed for explaining model outputs in terms of input features; however, it is diﬃcult to translate such interpretations into actionable insight. Here, we propose a framework to analyze predictions in terms of the model’s internal features by inspecting information ﬂow through the network. Given a trained network and a test image, we select neurons by two metrics, both measured over a set of images created by perturbations to the input image: (1) magnitude of the correlation between the neuron activation and the network output and (2) precision of the neuron activation. We show that the former metric selects neurons that exert large inﬂuence over the network output while the latter metric selects neurons that activate on generalizable features. By comparing the sets of neurons selected by these two metrics, our framework suggests a way to investigate the internal attention mechanisms of convolutional neural networks.","2017-07-30","2019-05-16 16:47:05","2019-05-16 18:42:53","2019-05-16 18:37:44","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1707.09641","Comment: Presented at ICML 2017 Workshop on Visualization for Deep Learning","/home/tim/Zotero/storage/KKM5ZWHC/Lengerich et al. - 2017 - Towards Visual Explanations for Convolutional Neur.pdf","","","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5VISTAL2","journalArticle","2018","Ross, Andrew Slavin","Training Machine Learning Models by Regularizing their Explanations","arXiv:1810.00869 [cs, stat]","","","","http://arxiv.org/abs/1810.00869","Neural networks are among the most accurate supervised learning methods in use today. However, their opacity makes them difﬁcult to trust in critical applications, especially when conditions in training may differ from those in practice. Recent efforts to develop explanations for neural networks and machine learning models more generally have produced tools to shed light on the implicit rules behind predictions. These tools can help us identify when models are right for the wrong reasons. However, they do not always scale to explaining predictions for entire datasets, are not always at the right level of abstraction, and most importantly cannot correct the problems they reveal. In this thesis, we explore the possibility of training machine learning models (with a particular focus on neural networks) using explanations themselves. We consider approaches where models are penalized not only for making incorrect predictions but also for providing explanations that are either inconsistent with domain knowledge or overly complex. These methods let us train models which can not only provide more interpretable rationales for their predictions but also generalize better when training data is confounded or meaningfully different from test data (even adversarially so).","2018-09-29","2019-05-16 16:47:10","2019-05-16 18:43:02","2019-05-16 18:38:11","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1810.00869","Comment: Harvard CSE master's thesis; includes portions of arxiv:1703.03717 and arxiv:1711.09404","/home/tim/Zotero/storage/NZ4BPU4G/Ross - 2018 - Training Machine Learning Models by Regularizing t.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUZKRNTM","journalArticle","2017","Ming, Yao; Cao, Shaozu; Zhang, Ruixiang; Li, Zhen; Chen, Yuanzhe; Song, Yangqiu; Qu, Huamin","Understanding Hidden Memories of Recurrent Neural Networks","arXiv:1710.10777 [cs]","","","","http://arxiv.org/abs/1710.10777","Recurrent neural networks (RNNs) have been successfully applied to various natural language processing (NLP) tasks and achieved better results than conventional methods. However, the lack of understanding of the mechanisms behind their effectiveness limits further improvements on their architectures. In this paper, we present a visual analytics method for understanding and comparing RNN models for NLP tasks. We propose a technique to explain the function of individual hidden state units based on their expected response to input texts. We then co-cluster hidden state units and words based on the expected response and visualize co-clustering results as memory chips and word clouds to provide more structured knowledge on RNNs' hidden states. We also propose a glyph-based sequence visualization based on aggregate information to analyze the behavior of an RNN's hidden state at the sentence-level. The usability and effectiveness of our method are demonstrated through case studies and reviews from domain experts.","2017-10-30","2019-05-16 16:47:05","2019-05-16 18:43:11","2019-05-16 18:38:22","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1710.10777","Comment: Published at IEEE Conference on Visual Analytics Science and Technology (IEEE VAST 2017)","/home/tim/Zotero/storage/IZT597UG/Ming et al. - 2017 - Understanding Hidden Memories of Recurrent Neural .pdf","","","Computer Science - Artificial Intelligence; Computer Science - Computation and Language","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGLHEU6P","journalArticle","2019","Nguyen, Anh; Yosinski, Jason; Clune, Jeff","Understanding Neural Networks via Feature Visualization: A survey","arXiv:1904.08939 [cs, stat]","","","","http://arxiv.org/abs/1904.08939","A neuroscience method to understanding the brain is to ﬁnd and study the preferred stimuli that highly activate an individual cell or groups of cells. Recent advances in machine learning enable a family of methods to synthesize preferred stimuli that cause a neuron in an artiﬁcial or biological brain to ﬁre strongly. Those methods are known as Activation Maximization (AM) [ ] or Feature Visualization via Optimization. In this chapter, we ( ) review existing AM techniques in the literature; ( ) discuss a probabilistic interpretation for AM; and ( ) review the applications of AM in debugging and explaining networks.","2019-04-18","2019-05-16 16:47:13","2019-05-16 18:43:17","2019-05-16 18:38:29","","","","","","","Understanding Neural Networks via Feature Visualization","","","","","","","en","","","","","arXiv.org","","arXiv: 1904.08939","Comment: A book chapter in an Interpretable ML book (http://www.interpretable-ml.org/book/)","/home/tim/Zotero/storage/5PRIAJME/Nguyen et al. - 2019 - Understanding Neural Networks via Feature Visualiz.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CFS2Y7XP","journalArticle","2018","Zhang, Quanshi; Yang, Yu; Liu, Yuchen; Wu, Ying Nian; Zhu, Song-Chun","Unsupervised Learning of Neural Networks to Explain Neural Networks","arXiv:1805.07468 [cs]","","","","http://arxiv.org/abs/1805.07468","This paper presents an unsupervised method to learn a neural network, namely an explainer, to interpret a pre-trained convolutional neural network (CNN), i.e. explaining knowledge representations hidden in middle conv-layers of the CNN. Given feature maps of a certain conv-layer of the CNN, the explainer performs like an auto-encoder, which ﬁrst disentangles the feature maps into object-part features and then inverts object-part features back to features of higher conv-layers of the CNN. More speciﬁcally, the explainer contains interpretable conv-layers, where each ﬁlter disentangles the representation of a speciﬁc object part from chaotic input feature maps. As a paraphrase of CNN features, the disentangled representations of object parts help people understand the logic inside the CNN. We also learn the explainer to use object-part features to reconstruct features of higher CNN layers, in order to minimize loss of information during the feature disentanglement. More crucially, we learn the explainer via network distillation without using any annotations of sample labels, object parts, or textures for supervision. We have applied our method to different types of CNNs for evaluation, and explainers have signiﬁcantly boosted the interpretability of CNN features.","2018-05-18","2019-05-16 16:47:07","2019-05-16 18:43:27","2019-05-16 18:39:18","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1805.07468","","/home/tim/Zotero/storage/IJNY2M4W/Zhang et al. - 2018 - Unsupervised Learning of Neural Networks to Explai.pdf","","","Computer Science - Computer Vision and Pattern Recognition; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
